text,label
"The China Post The Asian Wall Street Journal yesterday described US Secretary of State Colin Powell #39;s support of Taiwan #39;s eventual reunification with China as a quot;slip-up, quot; when most Taiwanese have rejected it.",0
"Schoolgirl killer Homolka could quietly slip into any town in Canada: top cop (Canadian Press) Canadian Press - TORONTO (CP) - Convicted Ontario schoolgirl killer Karla Homolka, considered a real danger to reoffend by the National Parole Board, could quietly slip into any community across Canada after her release next July.",0
"Britain #39;s Black Watch Back in Basra, Will Leave Iraq This Month Britain #39;s Black Watch regiment, deployed to back up US forces outside Baghdad since the end of October, has returned to its base in Basra in southern Iraq, said a UK defense ministry spokesman.",0
Australian teenage drinking scare A national survey in Australia shows worrying levels of alcohol consumption among the country's teenagers.,0
"Japan Expresses #39;serious Concern #39; About N Korean Missiles In <b>...</b> BEIJING (AFP) - Japanese negotiators told North Korea they had quot;serious concern quot; about its missile program in talks that extended for a second day in Beijing, a Japanese diplomat said.",0
"U.S., Iraqi Force Seizes Suspected Rebels BAGHDAD, Iraq - More than 3,000 U.S. and Iraqi forces launched a major operation Tuesday against insurgent strongholds just south of Baghdad in an area notorious for kidnappings and ambushes...",0
Relatives remember Bali bombings Relatives of many of the 202 people killed when terrorist bombs ripped through nightclubs on Indonesia #39;s Bali island two years ago have gathered at the attack site to remember the dead.,0
"Wife Invokes Supreme Court to Tout Kerry (AP) AP - Democratic presidential candidate John Kerry would appoint Supreme Court justices who would safeguard a half-century of civil rights gains, his wife said Friday.",0
"Chinese leadership transition completed MARK COLVIN: In China, President Hu Jintao has now assumed control of the military, marking his rise to full power after a leadership change that began in late 2002.",0
"Sistani #39;s Initiative Fortunately, it ended as such. The major massacre did not occur, but small ones did. The shrines and the holy places were not destroyed, although some walls were hit.",0
"Three killed in West Bank missile strike Reports from the West Bank City of Jenin say an Israeli aircraft fired a missile at a car, killing at least three Palestinian militants.",0
"World ; Three die as Maoists enforce 48 hr shutdown World News, Kathmandu, Three people were killed, over a dozen vehicles torched and a global march to empower people at the grassroots was disrupted as Maoist insurgents Tuesday enforced a 48-hour shutdown in six regions of Nepal.",0
"Zarqawi Aide Killed During US Air Strike WASHINGTON, Oct 26, 2004 -- Coalition forces launched precision strikes on a safe house in Fallujah early this morning, killing an associate of Abu Musab al-Zarqawi #39;s terrorist organization, military officials in Baghdad reported today.",0
Helicopters reach isolated Aceh US helicopters start dropping food and medical supplies into parts of quake-ravaged western Aceh.,0
"Ritter Family Files Wrongful Death Suit LOS ANGELES - The family of John Ritter has sued a Burbank hospital, accusing it of negligence in the death of the 54-year-old actor. Ritter's wife Amy Yasbeck and his four children, including actor Jason Ritter, filed the wrongful death suit in Los Angeles County Superior Court on Sept...",0
Egyptians lash out at Israel in protest CAIRO -- Egyptians enraged at Israel's mistaken killing of three border policemen protested yesterday after Friday prayers at Cairo's main mosque under a banner that read: quot;The pigs' apology doesn't quench our rage. quot;,0
"Iraq Oil Infrastructure Losing Billions (AP) AP - When Saddam Hussein's lieutenant heard that an oil pipeline had been sabotaged in Qushqia, his order was swift: blow up the village. Under Saddam, nobody messed with oil.",0
"Greece fears racist backlash THE Greek government has appealed for calm, fearing a public backlash against immigrants living in the country following the bus hijacking by two Albanian gunmen.",0
"Australian PM's anti-immigration rhetoric softens as Asian vote beckons (AFP) AFP - Prime Minister John Howard's former rhetoric against illegal immigration has gone deafeningly quiet in Australia's election campaign, analysts say, not least because he needs Asian votes to win his own seat.",0
"Ships stricken by Algerian storm Rescuers search for about 18 missing sailors after storms cause three shipwrecks, killing at least one sailor.",0
"US Frees 11 Afghan Prisoners at Karzai #39;s Request The United States has released 11 Afghans held at Guantanamo Bay in Cuba on suspicion of Taliban links after a request from President Hamid Karzai, an Afghan official said on Wednesday.",0
"Four Palestinian millitants killed in Jenin JENIN: Four Palestinian militants were shot dead in their car on Sunday by undercover Israeli forces here, Palestinian medical and security sources said.",0
Japan to deport ex-champ Fischer has been in custody since he was detained by Japanese airport authorities on July 13 with an invalid American passport. He is wanted in the US for violating international sanctions against the former Yugoslavia in 1992.,0
"Israelis Kill Seven in West Bank and Gaza Violence An Israeli helicopter blasted a car in Gaza with a missile today, killing one person and seriously wounding a militant leader, hospital officials said, on a day when Israelis killed seven Palestinians.",0
"US Recognises Macedonia State, Greece Protests The president of the Former Yugoslav Republic of Macedonia (FYROM) has announced that the US recognised his country simply as quot;Macedonia quot; with the approval of US Secretary of State Colin Powell.",0
Car Bomb Kills 2 Americans in Kabul A powerful car bomb exploded at dusk Sunday outside the downtown office of an American security contracting firm and an adjacent building used to train Afghan police.,0
"The world today UNITED NATIONS North Korea terms US exercise as threat North Korea yesterday warned that a US-led naval exercise held off its shores threatened global stability and could also undermine six-party talks aimed at ending a crisis over its nuclear ambitions. The exercise, staged to help stop the spread of weapons of mass destruction, quot;constitutes a breach of the Charter of ...",0
"Anwar Vows to Campaign for Reforms (AP) AP - Former deputy prime minister Anwar Ibrahim says he will not give his opponents in Malaysia any excuse to put him behind bars again, but he vowed to keep campaigning for democratic reforms.",0
"Powell Tells Paper U.S. Working on Iraq Election (Reuters) Reuters - The United States is doing\everything it can to put in place conditions that will allow\Iraqis to conduct elections due by Jan. 30, Secretary of State\Colin Powell said in an interview published on Tuesday.",0
Blasts Inside Green Zone Kill at Least Five Attack was the first time insurgents had penetrated the heavily protected area that is the home of the Iraqi government and U.S. officials.,0
"Senate Wants Intel Chief With Budget Say WASHINGTON - Senate leaders want to create a strong national intelligence director with budgetary authority but would leave the Pentagon in charge of some military spy agencies, The Associated Press learned Tuesday. Sen...",0
"Ethics Become Priority For Israeli Military Israel #39;s top general announced Friday that the military would investigate allegations that soldiers abused the bodies of Palestinians killed during army operations, including",0
"Israel Expands Gaza Offensive, UN #39;s Annan Urges Halt Israel has escalated its military offensive in Gaza with an air strike on a militant stronghold that killed a senior Hamas leader.",0
"Arms embargo on Libya should be lifted, says EU Libya took another big step towards respectability yesterday when the European Union #39;s most senior diplomats agreed that an arms embargo against Tripoli should be lifted.",0
"Kerry Decries Bush Plan to Recall Troops CINCINNATI - John Kerry, telling fellow combat veterans he's their ""true brother in arms,"" said Wednesday that President Bush's plan to withdraw U.S. troops from Europe and Asia would weaken U.S...",0
"Iran defies N-agency VIENNA, Sept. 21. - Shrugging off a 35-nation ultimatum, Iran today revealed that it had started converting tons of raw uranium as part of technology that could be used to make nuclear arms.",0
"Deadline for UN workers extended The United Nations was increasingly worried about three of its election workers, it said on Thursday as it marked one week since they were abducted at gunpoint in Kabul by a Taliban splinter group which has threatened to kill them.",0
French editor quits in Israel row The head of news at a state-run French radio station resigns after an outcry over his criticism of Israel.,0
"Egypt arrests five over Sinai bombings (AFP) AFP - Egypt announced it had arrested five of the nine men who bombed Red Sea resorts almost three weeks ago, saying the attackers used stolen cars packed with old war-time explosives and a washing-machine timer.",0
"Hurricane Ivan Slams Gulf Coast; 23 Dead PENSACOLA, Fla. - Hurricane Ivan drilled the Gulf Coast on Thursday with 130-mph winds that inflicted far less damage than feared everywhere except Florida's Panhandle, where residents were left with surge-ravaged beachfronts, flooded streets and homes ripped apart by deadly tornadoes...",0
Kim Yong-nam arrives in Beijing North Korea #39;s top legislator Kim Yong-nam has arrived in Beijing for a three-day official visit to China. Talks with Chinese leaders on the stalled six-party negotiations on,0
"Alkhanov calls restoration of Chechen economy top priority GROZNY. Aug 30 (Interfax) - Alu Alkhanov, who according to initial vote counts is believed to have won Sunday #39;s Chechen presidential election, said he is going to concentrate on accelerating the restoration",0
UK Police arrest four trying to buy radioactive material LONDON: British police said they had arrested four men under anti-terrorism legislation as the suspects tried to buy explosives for a dirty bomb.,0
"Iran digs heels in on uranium enrichment The EU cannot force Iran to give up its right to enrich uranium, Iran #39;s foreign minister says, apparently slamming the door on European Union efforts to halt the process",0
'Honour killings' law tightened Pakistan's National Assembly brings in the death penalty for extreme cases of so-called honour killings.,0
"UN forces patrol Monrovia, Liberia UN forces have been deployed to restore calm in Liberia #39;s capital of Monrovia where sectarian violence sparked widespread looting and destruction.",0
"World leaders hope for fresh start with Bush With a few notable exceptions, world leaders #39; reaction to George W. Bush #39;s electoral victory has been muted. As he declared victory on Wednesday afternoon, Bush said he is proud of his active international",0
"EU, Turkey Agree Terms of Entry Talks - EU Official BRUSSELS (Reuters) - European Union leaders and Turkey agreed on Friday the terms on which Ankara will start membership talks with the bloc next October, an EU government official said.",0
Israel given double warning over impact of West Bank policies JERUSALEM : The Israeli government was given a double warning over its policies in the West Bank as its top legal officer said it faced a real threat of sanctions over its controversial separation barrier and the United States condemned the latest ...,0
"Corzine Indicates He Will Not Seek Governorship of New Jersey Senator Jon S. Corzine said that Gov. James E. McGreevey had told him he was determined to hold office until Nov. 15, removing the possibility of a special election.",0
"Typhoon Aere Strikes Eastern China Hundreds of thousands of people fled China #39;s eastern coast as Typhoon Aere hit the mainland after battering Taiwan. Aere came ashore in Fujian province, south of Shanghai, late Wednesday afternoon.",0
"Analysis: Italy commissioner under fire The European Union has been plunged into uncharted constitutional waters following parliamentary committee #39;s rejection of Italy #39;s nominee for European commissioner, Rocco Buttiglione.",0
Russian press review Saturday's Russian press is dominated by the bloody hostage drama in North Ossetia .<br><br>,0
"Thai prime minister urges Myanmar generals to move toward <b>...</b> Thailand yesterday told military-ruled Myanmar that it must take real steps toward democracy in the coming year, but failed to get any clarification from the junta on reports that pro-democracy leader Aung San Suu Kyi #39;s house arrest has been extended.",0
Choking on Growth Rapid economic development has led to filthy air. The good news: this is a mess that can be cleaned up,0
"Afghan militants demand 26 pisoners Militants holding three foreign UN workers Sunday gave Afghan officials a list of 26 prisoners whom they want released, with Tuesday the new deadline.",0
"Dodgers Beat Giants 7-3, Win NL West LOS ANGELES - Steve Finley's grand slam capped a seven-run rally in the bottom of the ninth inning and the Los Angeles Dodgers won the NL West, beating the San Francisco Giants 7-3 Saturday. The Dodgers reached the postseason for the first time since making it as wild card in 1996...",0
"Basque separatists fail to renounce violence The Spanish government rejected out of hand a new peace proposal made Sunday by Basque separatists because it did not renounce violence, reports the Scotsman.",0
"Jakarta blast: Manny #39;s amazing recovery THREE weeks ago, photographs of an unconscious Elisabeth Musu bleeding from her wounds were flashed around the world. Yesterday afternoon, the survivor of last month #39;s Jakarta bomb blast smiled for the camera",0
"Question and Answer Carol Williams, a family nurse practitioner and director of women #39;s services at the McDowell Healthcare Center in Phoenix, talks about World AIDS Day, Dec. 1. This year #39;s focus is on women and girls.",0
"Scuffles Hit Iraq: Several with Police Chief Killed in Blasts SAMARRA (Iraq): With renewe d wave of skirmishes between the Iraqi insurgents and the US-led coalition marines, several people including top police officers were put to death on Saturday.",0
"Eleven killed in car bombs as Rumsfeld visits troops in Iraq Two car bombs shook the capital in quick succession yesterday, killing at least 11 people, including a US soldier, and wounding 16, US and Iraqi officials said.",0
Tourists freed in Peru coca siege Police in Peru storm an ancient Inca temple to free foreign 19 tourists taken hostage by coca growers.,0
"Gulf veterans back illness report British veterans' groups welcome a US report linking Gulf War syndrome to toxins, including nerve gas.",0
"Earthquake Hits Romania, No Reports of Casualties BUCHAREST (Reuters) - An earthquake hit Romania on Wednesday night, shaking buildings in the capital Bucharest but apparently causing little damage, Reuters witnesses said.",0
"At Unusual U.N. Session, Sudanese Factions Vow to End War The Sudanese government and southern rebels vowed today to end Sudan's long civil war by the end of this year.",0
"Locust Likely to Descend on West Africa Again (Reuters) Reuters - The desert locust infestation that\descended on West and Central Africa this year is likely to\return in 2005 and officials will have to be better prepared to\avoid major damage to crops, experts said on Monday.",0
"UN staff call for Afghan pullout The UN staff union calls for all personnel to be withdrawn from Afghanistan, saying it has become too dangerous.",0
S. Korean leaders congratulate Bush SEOUL - South Korean leaders marked President Bushs re-election by sending congratulatory messages Thursday and expressing their hope of furthering the progress in bilateral relations in the past two years.,0
"China criticizes Bush ahead of election On the eve of the US presidential election, China accused President Bush of trying to quot;rule over the whole world, quot; saying the invasion of Iraq destroyed the global anti-terrorism",0
"#39;Militant #39; killed in Gaza strike Israel has carried out an air raid on the northern part of the Gaza Strip, killing a Palestinian near the Jabaliya refugee camp. The Israeli army said the dead man was one of a group of militants who tried to approach its positions.",0
"Putin accuses West President Vladimir Putin has accused the West of indulging terrorists, just hours after a Chechen warlord claimed responsibility for a wave of deadly attacks in Russia and threatened more.",0
US presses atomic energy agency for strong stand on Iran VIENNA: A US official expressed alarm Thursday that Iran might have a test site for nuclear weapons technology and pressed the UN nuclear watchdog agency to take a tougher position on the issue.,0
"China #39;s worst floods in a century kill at least 172, injure <b>...</b> China #39;s Sichuan province faced the threat of epidemics yesterday after the worst flooding in a century killed at least 172 people and",0
Sunni clerics call for boycott of January elections because of <b>...</b> A powerful group of Sunni Muslim clerics called Tuesday for a boycott of national elections set for late January to protest the US-led attack against the Sunni insurgent stronghold Fallujah.,0
"Blair Back Home After Successful Operation (AP) AP - Prime Minister Tony Blair arrived home Friday after a successful operation to correct an irregular heartbeat, and doctors expected him to make a ""rapid and complete recovery"" with a very low risk of recurrence.",0
Sub crew safe after fire off the coast of Ireland HALIFAX (CP) - Canada #39;s problem-plagued submarine fleet was hit by another major setback Tuesday when a small electrical fire broke out aboard HMCS Chicoutimi as it was making its maiden trip to Canada from its former base in Scotland.,0
"Clashes erupt in northeast India angry villagers burned down houses of ethnic minority people they blame for separatist violence, police say. Settlers in the area attacked Bodo people and burned down at",0
Colombia Says Marxist Rebels Killed Venezuelans Colombia blamed Marxist FARC rebels on Sunday for killing at least five Venezuelan soldiers and an oil engineer in one of the deadliest attacks in recent years on the two country #39;s jungle border.,0
"Such incidents won #39;t deter me: Shahrukh Hours after a bomb ripped through his concert at Colombo, Shah Rukh Khan, who returned to Mumbai with his team mates, said the incident will not deter him from holding similar shows.",0
"Dutch politician threatened in letter pinned with knife to filmmaker's body (Canadian Press) Canadian Press - THE HAGUE, Netherlands (AP) - The killers of an outspoken Dutch filmmaker threatened his scriptwriter - a politician who renounced Islam and has criticized its customs - in a letter that was pinned to the victim's body with a knife.",0
"Brazil and UN Try to Solve Nuke Impasse <p></p><p> By Andrei Khalip</p><p> RIO DE JANEIRO, Brazil (Reuters) - The United Nations andBrazil moved on Monday to break a months-long deadlock overinspections to verify Latin America's largest nation is notdiverting enriched uranium for weapons.</p>",0
"U.S. Launches Assault on Rebel-Held Iraqi Town BAGHDAD (Reuters) - U.S. forces have launched a major offensive on the rebel stronghold of Samarra after a series of horrific car bombings in Baghdad on Thursday that killed 41 people, mostly children.",0
"Arafat #39;s medical records show #39;no poison #39; Medical files showed tests performed on Yasser Arafat #39;s body found no evidence the Palestinian leader was poisoned. Arafat #39;s medical records were released to his nephew, Nasser al-Kidwa, on Monday despite objections from Arafat #39;s widow Suha.",0
"Democratic Rep. Bob Matsui Dies at 63 (AP) AP - Rep. Robert T. Matsui of California, who spent time in an internment camp for Japanese-Americans as an infant during World War II and went on to serve 26 years in Congress, has died of complications from a rare disease, his family said Sunday.",0
Zambian leader sacks his deputy Zambia's Vice-President Never Mumba is sacked for making accusations about DR Congo.,0
"Israel Kills 3 Palestinians in Big Gaza Incursion (Reuters) Reuters - Israeli forces killed three\Palestinians, including two teenagers, on Wednesday after\storming into the northern Gaza Strip for the third time in as\many months to quell Palestinian rocket fire into Israel.",0
"Pakistan killed around 150 Al-Qaeda militants since last year (AFP) AFP - Pakistan has killed some 150 foreign fighters during its 11-month battle against militants in the country's tribal belt, but senior leaders, including Al-Qaeda chief Osama bin Laden, continue to elude authorities, a military spokesman has said.",0
Palestinians seek to visit Arafat Top Palestinian officials are to meet the French president in the hope of visiting the ailing Yasser Arafat.,0
"Ukraine's Isolated PM Repeats Offer to Opposition KIEV (Reuters) - Prime Minister Viktor Yanukovich, looking increasingly isolated in Ukraine's deepening political crisis, offered again on Tuesday to make his opposition rival premier if allowed to take up the presidency.",0
"Britain, Ireland Launch 'Final' N.Irish Peace Push (Reuters) Reuters - The British and Irish prime ministers\presented bitterly divided Northern Ireland politicians on\Wednesday with what their governments insist is their final\plan for restoring home rule in the province.",0
"Bush visit, new relationship with U.S. fraught with political risk for Martin (Canadian Press) Canadian Press - OTTAWA (CP) - It's being likened to a roll of the dice.",0
"Bill to resume nuclear activities IRANIAN MPs have submitted a bill which would force the government to resume uranium enrichment, a key process in the nuclear fuel cycle, in defiance of the international community, a deputy said today.",0
"Twenty-eight police to stand trial for G8 violence A judge today ordered 28 police officers to stand trial for their alleged brutality in a raid against anti-globalisation protesters during the 2001 Group of Eight summit in Genoa, news reports said.",0
"Al-Sadr Loyalists Turning in Weapons BAGHDAD, Iraq - Followers of radical cleric Muqtada al-Sadr trickled in to police stations in Baghdad's Sadr City district to hand in weapons Monday in a first step toward bringing peace to the Shiite militant stronghold after weeks of fighting with U.S. forces...",0
"Kerry Takes Lead Over Bush in AP Poll WASHINGTON - Democrat John Kerry has taken a slight lead over President Bush, according to an Associated Press poll that found him gaining ground with women, boosting his overall popularity and cutting into the president's advantage on national security. The two candidates remain in a very close race ahead of a second debate Friday night in St...",0
"AP: Group Finds Cave Linked to Baptist KIBBUTZ TZUBA, Israel - Archaeologists said Monday they have found a cave where they believe John the Baptist anointed many of his disciples - a huge cistern with 28 steps leading to an underground pool of water. During an exclusive tour of the cave by The Associated Press, archaeologists presented wall carvings they said tell the story of the fiery New Testament preacher, as well as a stone they believe was used for ceremonial foot washing...",0
Kathmandu back in business after Maoist rebels lift blockade KATHMANDU - Food and supplies are rolling into Kathmandu again after Maoist rebels lift a week-long blockade that demonstrated their growing power in the impoverished Himalayan kingdom.,0
"Bin Laden deputy vows fight Muslims to 'stand firm,' tape says CAIRO -- Osama bin Laden's top deputy vowed in a videotape aired yesterday to keep fighting the United States until Washington changes its policies.",0
Tsunami survivor rescued at sea An Indonesian woman swept to sea by the tsunami is rescued by a passing ship after five days adrift.,0
Palestinians fear more of the same after US elections (AFP) AFP - Palestinians may well be glad to see the back of George W. Bush at next month's presidential elections but are sceptical that John Kerry will execute a major rethink in US policy on the Middle East conflict.,0
Gaza Raid to Continue as Long as Necessary-Sharon (Reuters) Reuters - Israeli Prime Minister Ariel Sharon\said the army operation in northern Gaza would expand and\continue for as long as necessary to prevent Palestinian rocket\attacks on Israel.,0
"Indonesian militant gets 10 years for hotel attack, cleared of <b>...</b> By Channel NewsAsia #39;s Indonesia Bureau Chief Haseenah Koyakutty. JAKARTA : Two high-profiled terrorism cases were heard in Indonesia on Tuesday and a key Jemaah Islamiyah operative, who is involved in both",0
"Flash Floods in Northeastern India Claim More Lives Rescuers in northeastern India have recovered at least 23 more bodies after flash floods, bringing the death toll from new rains in the state of Assam to at least 88.",0
Ponting leaves door open for Lee comeback (AFP) AFP - Australian captain Ricky Ponting has left the door open for fast bowler Brett Lee to return to the side for next week's ICC Champions Trophy semi-final.,0
"Under security cover, trucks move into Manipur (Reuters) Reuters - Truckers drove into Manipur on Wednesday under troop protection, despite fears of attacks by protesters trying to impose a 16-day blockade, police said.",0
"Another typhoon near Japan, 260 flights cancelled TOKYO - Another strong typhoon was approaching Japans southwestern-most prefecture of Okinawa Tuesday morning, causing the cancellation of 260 domestic flights, authorities said.",0
Iraqis aim to decide new assembly The national conference on Iraq #39;s future is going into an unscheduled fourth day as delegates hammer out the shape of the first post-war parliament.,0
Peacekeepers airlifted into Darfur The first Rwandan peacekeeping troops have been airlifted into the Sudanese region of Darfur aboard two US transport planes. Sixty-five Rwandan officers and soldiers arrived with their supplies.,0
"French Socialist vote boost for EU constitution France #39;s pro-European Socialists are jubilant after a party referendum on the EU constitution produced a solid majority for the treaty, boosting its chances to win approval in a national plebiscite next year.",0
Senior officers threaten to quit Israeli army in settlements rift Senior military officers have threatened to leave the Israeli army in protest at Ariel Sharon #39;s proposals for disengagement from Gaza.,0
"Safin Makes Early Exit at U.S. Open NEW YORK - Just like at Wimbledon two months ago, Marat Safin exited at the earliest stage of the U.S. Open on Tuesday, bowing meekly to Thomas Enqvist 7-6 (5), 6-4, 3-6, 6-3...",0
"Hong Kong Votes in Close Poll, Focus on More Democracy HONG KONG (Reuters) - Hong Kong residents voted on Sunday in a legislative election that could bring big gains for the democracy camp, which has angered Beijing by demanding universal suffrage in the former British colony.",0
